key,tier,bn_quality,language,tokenizer,token_count,word_count_en
T2-04,T2,clean,Yoruba,qwen2.5_7b,168.0,47
T2-04,T2,clean,English,mistral_7b_v0.1,52.0,47
T2-04,T2,clean,Bengali,mistral_7b_v0.1,265.0,47
T2-04,T2,clean,Hindi,mistral_7b_v0.1,329.0,47
T2-04,T2,clean,Arabic,mistral_7b_v0.1,193.0,47
T2-04,T2,clean,Tamil,mistral_7b_v0.1,344.0,47
T2-04,T2,clean,Yoruba,mistral_7b_v0.1,191.0,47
T2-05,T2,clean,English,tiktoken_o200k,51.0,47
T2-05,T2,clean,Bengali,tiktoken_o200k,92.0,47
T2-05,T2,clean,Hindi,tiktoken_o200k,90.0,47
T2-05,T2,clean,Arabic,tiktoken_o200k,59.0,47
T2-05,T2,clean,Tamil,tiktoken_o200k,96.0,47
T2-05,T2,clean,Yoruba,tiktoken_o200k,123.0,47
T2-05,T2,clean,English,qwen2.5_7b,51.0,47
T2-05,T2,clean,Bengali,qwen2.5_7b,289.0,47
T2-05,T2,clean,Hindi,qwen2.5_7b,265.0,47
T2-05,T2,clean,Arabic,qwen2.5_7b,65.0,47
T2-05,T2,clean,Tamil,qwen2.5_7b,335.0,47
T2-05,T2,clean,Yoruba,qwen2.5_7b,159.0,47
T2-05,T2,clean,English,mistral_7b_v0.1,51.0,47
T2-05,T2,clean,Bengali,mistral_7b_v0.1,294.0,47
T2-05,T2,clean,Hindi,mistral_7b_v0.1,298.0,47
T2-05,T2,clean,Arabic,mistral_7b_v0.1,181.0,47
T2-05,T2,clean,Tamil,mistral_7b_v0.1,348.0,47
T2-05,T2,clean,Yoruba,mistral_7b_v0.1,161.0,47
T2-06,T2,clean,English,tiktoken_o200k,65.0,58
T2-06,T2,clean,Bengali,tiktoken_o200k,116.0,58
T2-06,T2,clean,Hindi,tiktoken_o200k,112.0,58
T2-06,T2,clean,Arabic,tiktoken_o200k,82.0,58
T2-06,T2,clean,Tamil,tiktoken_o200k,119.0,58
T2-06,T2,clean,Yoruba,tiktoken_o200k,85.0,58
T2-06,T2,clean,English,qwen2.5_7b,65.0,58
T2-06,T2,clean,Bengali,qwen2.5_7b,360.0,58
T2-06,T2,clean,Hindi,qwen2.5_7b,325.0,58
T2-06,T2,clean,Arabic,qwen2.5_7b,83.0,58
T2-06,T2,clean,Tamil,qwen2.5_7b,419.0,58
T2-06,T2,clean,Yoruba,qwen2.5_7b,126.0,58
T2-06,T2,clean,English,mistral_7b_v0.1,66.0,58
T2-06,T2,clean,Bengali,mistral_7b_v0.1,376.0,58
T2-06,T2,clean,Hindi,mistral_7b_v0.1,354.0,58
T2-06,T2,clean,Arabic,mistral_7b_v0.1,238.0,58
T2-06,T2,clean,Tamil,mistral_7b_v0.1,445.0,58
T2-06,T2,clean,Yoruba,mistral_7b_v0.1,138.0,58
T2-07,T2,clean,English,tiktoken_o200k,61.0,57
T2-07,T2,clean,Bengali,tiktoken_o200k,99.0,57
T2-07,T2,clean,Hindi,tiktoken_o200k,92.0,57
T2-07,T2,clean,Arabic,tiktoken_o200k,73.0,57
T2-07,T2,clean,Tamil,tiktoken_o200k,115.0,57
T2-07,T2,clean,Yoruba,tiktoken_o200k,143.0,57
T2-07,T2,clean,English,qwen2.5_7b,60.0,57
T2-07,T2,clean,Bengali,qwen2.5_7b,317.0,57
T2-07,T2,clean,Hindi,qwen2.5_7b,294.0,57
T2-07,T2,clean,Arabic,qwen2.5_7b,93.0,57
T2-07,T2,clean,Tamil,qwen2.5_7b,384.0,57
T2-07,T2,clean,Yoruba,qwen2.5_7b,186.0,57
T2-07,T2,clean,English,mistral_7b_v0.1,61.0,57
T2-07,T2,clean,Bengali,mistral_7b_v0.1,334.0,57
T2-07,T2,clean,Hindi,mistral_7b_v0.1,330.0,57
T2-07,T2,clean,Arabic,mistral_7b_v0.1,225.0,57
T2-07,T2,clean,Tamil,mistral_7b_v0.1,398.0,57
T2-07,T2,clean,Yoruba,mistral_7b_v0.1,208.0,57
T2-08,T2,clean,English,tiktoken_o200k,52.0,48
T2-08,T2,clean,Bengali,tiktoken_o200k,97.0,48
T2-08,T2,clean,Hindi,tiktoken_o200k,89.0,48
T2-08,T2,clean,Arabic,tiktoken_o200k,62.0,48
T2-08,T2,clean,Tamil,tiktoken_o200k,113.0,48
T2-08,T2,clean,Yoruba,tiktoken_o200k,150.0,48
T2-08,T2,clean,English,qwen2.5_7b,51.0,48
T2-08,T2,clean,Bengali,qwen2.5_7b,296.0,48
T2-08,T2,clean,Hindi,qwen2.5_7b,277.0,48
T2-08,T2,clean,Arabic,qwen2.5_7b,72.0,48
T2-08,T2,clean,Tamil,qwen2.5_7b,345.0,48
T2-08,T2,clean,Yoruba,qwen2.5_7b,191.0,48
T2-08,T2,clean,English,mistral_7b_v0.1,52.0,48
T2-08,T2,clean,Bengali,mistral_7b_v0.1,315.0,48
T2-08,T2,clean,Hindi,mistral_7b_v0.1,311.0,48
T2-08,T2,clean,Arabic,mistral_7b_v0.1,186.0,48
T2-08,T2,clean,Tamil,mistral_7b_v0.1,364.0,48
T2-08,T2,clean,Yoruba,mistral_7b_v0.1,204.0,48
T2-09,T2,clean,English,tiktoken_o200k,56.0,49
T2-09,T2,clean,Bengali,tiktoken_o200k,90.0,49
T2-09,T2,clean,Hindi,tiktoken_o200k,99.0,49
T2-09,T2,clean,Arabic,tiktoken_o200k,74.0,49
T2-09,T2,clean,Tamil,tiktoken_o200k,116.0,49
T2-09,T2,clean,Yoruba,tiktoken_o200k,144.0,49
T2-09,T2,clean,English,qwen2.5_7b,57.0,49
T2-09,T2,clean,Bengali,qwen2.5_7b,278.0,49
T2-09,T2,clean,Hindi,qwen2.5_7b,272.0,49
T2-09,T2,clean,Arabic,qwen2.5_7b,97.0,49
T2-09,T2,clean,Tamil,qwen2.5_7b,360.0,49
T2-09,T2,clean,Yoruba,qwen2.5_7b,189.0,49
T2-09,T2,clean,English,mistral_7b_v0.1,60.0,49
T2-09,T2,clean,Bengali,mistral_7b_v0.1,291.0,49
T2-09,T2,clean,Hindi,mistral_7b_v0.1,295.0,49
T2-09,T2,clean,Arabic,mistral_7b_v0.1,222.0,49
T2-09,T2,clean,Tamil,mistral_7b_v0.1,387.0,49
T2-09,T2,clean,Yoruba,mistral_7b_v0.1,209.0,49
T2-10,T2,clean,English,tiktoken_o200k,55.0,48
T2-10,T2,clean,Bengali,tiktoken_o200k,97.0,48
T2-10,T2,clean,Hindi,tiktoken_o200k,99.0,48
T2-10,T2,clean,Arabic,tiktoken_o200k,76.0,48
T2-10,T2,clean,Tamil,tiktoken_o200k,114.0,48
T2-10,T2,clean,Yoruba,tiktoken_o200k,153.0,48
T2-10,T2,clean,English,qwen2.5_7b,55.0,48
T2-10,T2,clean,Bengali,qwen2.5_7b,294.0,48
T2-10,T2,clean,Hindi,qwen2.5_7b,269.0,48
T2-10,T2,clean,Arabic,qwen2.5_7b,89.0,48
T2-10,T2,clean,Tamil,qwen2.5_7b,356.0,48
T2-10,T2,clean,Yoruba,qwen2.5_7b,203.0,48
T2-10,T2,clean,English,mistral_7b_v0.1,61.0,48
T2-10,T2,clean,Bengali,mistral_7b_v0.1,300.0,48
T2-10,T2,clean,Hindi,mistral_7b_v0.1,311.0,48
T2-10,T2,clean,Arabic,mistral_7b_v0.1,222.0,48
T2-10,T2,clean,Tamil,mistral_7b_v0.1,370.0,48
T2-10,T2,clean,Yoruba,mistral_7b_v0.1,228.0,48
T2-11,T2,clean,English,tiktoken_o200k,60.0,52
T2-11,T2,clean,Bengali,tiktoken_o200k,94.0,52
T2-11,T2,clean,Hindi,tiktoken_o200k,87.0,52
T2-11,T2,clean,Arabic,tiktoken_o200k,79.0,52
T2-11,T2,clean,Tamil,tiktoken_o200k,102.0,52
T2-11,T2,clean,Yoruba,tiktoken_o200k,132.0,52
T2-11,T2,clean,English,qwen2.5_7b,59.0,52
T2-11,T2,clean,Bengali,qwen2.5_7b,279.0,52
T2-11,T2,clean,Hindi,qwen2.5_7b,281.0,52
T2-11,T2,clean,Arabic,qwen2.5_7b,96.0,52
T2-11,T2,clean,Tamil,qwen2.5_7b,366.0,52
T2-11,T2,clean,Yoruba,qwen2.5_7b,174.0,52
T2-11,T2,clean,English,mistral_7b_v0.1,60.0,52
T2-11,T2,clean,Bengali,mistral_7b_v0.1,306.0,52
T2-11,T2,clean,Hindi,mistral_7b_v0.1,309.0,52
T2-11,T2,clean,Arabic,mistral_7b_v0.1,218.0,52
T2-11,T2,clean,Tamil,mistral_7b_v0.1,383.0,52
T2-11,T2,clean,Yoruba,mistral_7b_v0.1,201.0,52
T2-12,T2,clean,English,tiktoken_o200k,54.0,47
T2-12,T2,clean,Bengali,tiktoken_o200k,113.0,47
T2-12,T2,clean,Hindi,tiktoken_o200k,93.0,47
T2-12,T2,clean,Arabic,tiktoken_o200k,81.0,47
T2-12,T2,clean,Tamil,tiktoken_o200k,104.0,47
T2-12,T2,clean,Yoruba,tiktoken_o200k,152.0,47
T2-12,T2,clean,English,qwen2.5_7b,53.0,47
T2-12,T2,clean,Bengali,qwen2.5_7b,353.0,47
T2-12,T2,clean,Hindi,qwen2.5_7b,276.0,47
T2-12,T2,clean,Arabic,qwen2.5_7b,103.0,47
T2-12,T2,clean,Tamil,qwen2.5_7b,362.0,47
T2-12,T2,clean,Yoruba,qwen2.5_7b,193.0,47
T2-12,T2,clean,English,mistral_7b_v0.1,57.0,47
T2-12,T2,clean,Bengali,mistral_7b_v0.1,381.0,47
T2-12,T2,clean,Hindi,mistral_7b_v0.1,310.0,47
T2-12,T2,clean,Arabic,mistral_7b_v0.1,248.0,47
T2-12,T2,clean,Tamil,mistral_7b_v0.1,379.0,47
T2-12,T2,clean,Yoruba,mistral_7b_v0.1,217.0,47
T2-13,T2,clean,English,tiktoken_o200k,55.0,51
T2-13,T2,clean,Bengali,tiktoken_o200k,90.0,51
T2-13,T2,clean,Hindi,tiktoken_o200k,100.0,51
T2-13,T2,clean,Arabic,tiktoken_o200k,65.0,51
T2-13,T2,clean,Tamil,tiktoken_o200k,120.0,51
T2-13,T2,clean,Yoruba,tiktoken_o200k,140.0,51
T2-13,T2,clean,English,qwen2.5_7b,54.0,51
T2-13,T2,clean,Bengali,qwen2.5_7b,277.0,51
T2-13,T2,clean,Hindi,qwen2.5_7b,273.0,51
T2-13,T2,clean,Arabic,qwen2.5_7b,74.0,51
T2-13,T2,clean,Tamil,qwen2.5_7b,378.0,51
T2-13,T2,clean,Yoruba,qwen2.5_7b,179.0,51
T2-13,T2,clean,English,mistral_7b_v0.1,55.0,51
T2-13,T2,clean,Bengali,mistral_7b_v0.1,287.0,51
T2-13,T2,clean,Hindi,mistral_7b_v0.1,299.0,51
T2-13,T2,clean,Arabic,mistral_7b_v0.1,192.0,51
T2-13,T2,clean,Tamil,mistral_7b_v0.1,405.0,51
T2-13,T2,clean,Yoruba,mistral_7b_v0.1,197.0,51
T2-14,T2,clean,English,tiktoken_o200k,52.0,47
T2-14,T2,clean,Bengali,tiktoken_o200k,86.0,47
T2-14,T2,clean,Hindi,tiktoken_o200k,86.0,47
T2-14,T2,clean,Arabic,tiktoken_o200k,73.0,47
T2-14,T2,clean,Tamil,tiktoken_o200k,94.0,47
T2-14,T2,clean,Yoruba,tiktoken_o200k,125.0,47
T2-14,T2,clean,English,qwen2.5_7b,51.0,47
T2-14,T2,clean,Bengali,qwen2.5_7b,250.0,47
T2-14,T2,clean,Hindi,qwen2.5_7b,227.0,47
T2-14,T2,clean,Arabic,qwen2.5_7b,78.0,47
T2-14,T2,clean,Tamil,qwen2.5_7b,327.0,47
T2-14,T2,clean,Yoruba,qwen2.5_7b,163.0,47
T2-14,T2,clean,English,mistral_7b_v0.1,53.0,47
T2-14,T2,clean,Bengali,mistral_7b_v0.1,258.0,47
T2-14,T2,clean,Hindi,mistral_7b_v0.1,255.0,47
T2-14,T2,clean,Arabic,mistral_7b_v0.1,189.0,47
T2-14,T2,clean,Tamil,mistral_7b_v0.1,350.0,47
T2-14,T2,clean,Yoruba,mistral_7b_v0.1,187.0,47
T2-15,T2,clean,English,tiktoken_o200k,56.0,49
T2-15,T2,clean,Bengali,tiktoken_o200k,106.0,49
T2-15,T2,clean,Hindi,tiktoken_o200k,90.0,49
T2-15,T2,clean,Arabic,tiktoken_o200k,73.0,49
T2-15,T2,clean,Tamil,tiktoken_o200k,112.0,49
T2-15,T2,clean,Yoruba,tiktoken_o200k,155.0,49
T2-15,T2,clean,English,qwen2.5_7b,56.0,49
T2-15,T2,clean,Bengali,qwen2.5_7b,322.0,49
T2-15,T2,clean,Hindi,qwen2.5_7b,277.0,49
T2-15,T2,clean,Arabic,qwen2.5_7b,87.0,49
T2-15,T2,clean,Tamil,qwen2.5_7b,370.0,49
T2-15,T2,clean,Yoruba,qwen2.5_7b,216.0,49
T2-15,T2,clean,English,mistral_7b_v0.1,58.0,49
T2-15,T2,clean,Bengali,mistral_7b_v0.1,333.0,49
T2-15,T2,clean,Hindi,mistral_7b_v0.1,313.0,49
T2-15,T2,clean,Arabic,mistral_7b_v0.1,228.0,49
T2-15,T2,clean,Tamil,mistral_7b_v0.1,379.0,49
T2-15,T2,clean,Yoruba,mistral_7b_v0.1,238.0,49
T2-16,T2,clean,English,tiktoken_o200k,49.0,45
T2-16,T2,clean,Bengali,tiktoken_o200k,99.0,45
T2-16,T2,clean,Hindi,tiktoken_o200k,82.0,45
T2-16,T2,clean,Arabic,tiktoken_o200k,65.0,45
T2-16,T2,clean,Tamil,tiktoken_o200k,107.0,45
T2-16,T2,clean,Yoruba,tiktoken_o200k,150.0,45
T2-16,T2,clean,English,qwen2.5_7b,49.0,45
T2-16,T2,clean,Bengali,qwen2.5_7b,300.0,45
T2-16,T2,clean,Hindi,qwen2.5_7b,256.0,45
T2-16,T2,clean,Arabic,qwen2.5_7b,79.0,45
T2-16,T2,clean,Tamil,qwen2.5_7b,363.0,45
T2-16,T2,clean,Yoruba,qwen2.5_7b,199.0,45
T2-16,T2,clean,English,mistral_7b_v0.1,50.0,45
T2-16,T2,clean,Bengali,mistral_7b_v0.1,316.0,45
T2-16,T2,clean,Hindi,mistral_7b_v0.1,292.0,45
T2-16,T2,clean,Arabic,mistral_7b_v0.1,179.0,45
T2-16,T2,clean,Tamil,mistral_7b_v0.1,375.0,45
T2-16,T2,clean,Yoruba,mistral_7b_v0.1,225.0,45
T2-17,T2,clean,English,tiktoken_o200k,52.0,46
T2-17,T2,clean,Bengali,tiktoken_o200k,92.0,46
T2-17,T2,clean,Hindi,tiktoken_o200k,65.0,46
T2-17,T2,clean,Arabic,tiktoken_o200k,69.0,46
T2-17,T2,clean,Tamil,tiktoken_o200k,111.0,46
T2-17,T2,clean,Yoruba,tiktoken_o200k,136.0,46
T2-17,T2,clean,English,qwen2.5_7b,52.0,46
T2-17,T2,clean,Bengali,qwen2.5_7b,272.0,46
T2-17,T2,clean,Hindi,qwen2.5_7b,196.0,46
T2-17,T2,clean,Arabic,qwen2.5_7b,82.0,46
T2-17,T2,clean,Tamil,qwen2.5_7b,373.0,46
T2-17,T2,clean,Yoruba,qwen2.5_7b,177.0,46
T2-17,T2,clean,English,mistral_7b_v0.1,54.0,46
T2-17,T2,clean,Bengali,mistral_7b_v0.1,273.0,46
T2-17,T2,clean,Hindi,mistral_7b_v0.1,217.0,46
T2-17,T2,clean,Arabic,mistral_7b_v0.1,198.0,46
T2-17,T2,clean,Tamil,mistral_7b_v0.1,384.0,46
T2-17,T2,clean,Yoruba,mistral_7b_v0.1,188.0,46
T2-18,T2,clean,English,tiktoken_o200k,48.0,45
T2-18,T2,clean,Bengali,tiktoken_o200k,82.0,45
T2-18,T2,clean,Hindi,tiktoken_o200k,67.0,45
T2-18,T2,clean,Arabic,tiktoken_o200k,59.0,45
T2-18,T2,clean,Tamil,tiktoken_o200k,97.0,45
T2-18,T2,clean,Yoruba,tiktoken_o200k,136.0,45
T2-18,T2,clean,English,qwen2.5_7b,48.0,45
T2-18,T2,clean,Bengali,qwen2.5_7b,276.0,45
T2-18,T2,clean,Hindi,qwen2.5_7b,211.0,45
T2-18,T2,clean,Arabic,qwen2.5_7b,69.0,45
T2-18,T2,clean,Tamil,qwen2.5_7b,316.0,45
T2-18,T2,clean,Yoruba,qwen2.5_7b,181.0,45
T2-18,T2,clean,English,mistral_7b_v0.1,50.0,45
T2-18,T2,clean,Bengali,mistral_7b_v0.1,296.0,45
T2-18,T2,clean,Hindi,mistral_7b_v0.1,242.0,45
T2-18,T2,clean,Arabic,mistral_7b_v0.1,181.0,45
T2-18,T2,clean,Tamil,mistral_7b_v0.1,324.0,45
T2-18,T2,clean,Yoruba,mistral_7b_v0.1,198.0,45
T2-19,T2,clean,English,tiktoken_o200k,50.0,44
T2-19,T2,clean,Bengali,tiktoken_o200k,99.0,44
T2-19,T2,clean,Hindi,tiktoken_o200k,97.0,44
T2-19,T2,clean,Arabic,tiktoken_o200k,74.0,44
T2-19,T2,clean,Tamil,tiktoken_o200k,123.0,44
T2-19,T2,clean,Yoruba,tiktoken_o200k,138.0,44
T2-19,T2,clean,English,qwen2.5_7b,50.0,44
T2-19,T2,clean,Bengali,qwen2.5_7b,305.0,44
T2-19,T2,clean,Hindi,qwen2.5_7b,246.0,44
T2-19,T2,clean,Arabic,qwen2.5_7b,93.0,44
T2-19,T2,clean,Tamil,qwen2.5_7b,380.0,44
T2-19,T2,clean,Yoruba,qwen2.5_7b,192.0,44
T2-19,T2,clean,English,mistral_7b_v0.1,58.0,44
T2-19,T2,clean,Bengali,mistral_7b_v0.1,323.0,44
T2-19,T2,clean,Hindi,mistral_7b_v0.1,281.0,44
T2-19,T2,clean,Arabic,mistral_7b_v0.1,223.0,44
T2-19,T2,clean,Tamil,mistral_7b_v0.1,396.0,44
T2-19,T2,clean,Yoruba,mistral_7b_v0.1,202.0,44
T2-20,T2,clean,English,tiktoken_o200k,59.0,53
T2-20,T2,clean,Bengali,tiktoken_o200k,119.0,53
T2-20,T2,clean,Hindi,tiktoken_o200k,98.0,53
T2-20,T2,clean,Arabic,tiktoken_o200k,95.0,53
T2-20,T2,clean,Tamil,tiktoken_o200k,140.0,53
T2-20,T2,clean,Yoruba,tiktoken_o200k,143.0,53
T2-20,T2,clean,English,qwen2.5_7b,60.0,53
T2-20,T2,clean,Bengali,qwen2.5_7b,362.0,53
T2-20,T2,clean,Hindi,qwen2.5_7b,320.0,53
T2-20,T2,clean,Arabic,qwen2.5_7b,106.0,53
T2-20,T2,clean,Tamil,qwen2.5_7b,428.0,53
T2-20,T2,clean,Yoruba,qwen2.5_7b,194.0,53
T2-20,T2,clean,English,mistral_7b_v0.1,63.0,53
T2-20,T2,clean,Bengali,mistral_7b_v0.1,387.0,53
T2-20,T2,clean,Hindi,mistral_7b_v0.1,356.0,53
T2-20,T2,clean,Arabic,mistral_7b_v0.1,275.0,53
T2-20,T2,clean,Tamil,mistral_7b_v0.1,466.0,53
T2-20,T2,clean,Yoruba,mistral_7b_v0.1,220.0,53
T2-21,T2,clean,English,tiktoken_o200k,70.0,66
T2-21,T2,clean,Bengali,tiktoken_o200k,130.0,66
T2-21,T2,clean,Hindi,tiktoken_o200k,124.0,66
T2-21,T2,clean,Arabic,tiktoken_o200k,89.0,66
T2-21,T2,clean,Tamil,tiktoken_o200k,135.0,66
T2-21,T2,clean,Yoruba,tiktoken_o200k,177.0,66
T2-21,T2,clean,English,qwen2.5_7b,70.0,66
T2-21,T2,clean,Bengali,qwen2.5_7b,402.0,66
T2-21,T2,clean,Hindi,qwen2.5_7b,368.0,66
T2-21,T2,clean,Arabic,qwen2.5_7b,101.0,66
T2-21,T2,clean,Tamil,qwen2.5_7b,454.0,66
T2-21,T2,clean,Yoruba,qwen2.5_7b,223.0,66
T2-21,T2,clean,English,mistral_7b_v0.1,70.0,66
T2-21,T2,clean,Bengali,mistral_7b_v0.1,414.0,66
T2-21,T2,clean,Hindi,mistral_7b_v0.1,400.0,66
T2-21,T2,clean,Arabic,mistral_7b_v0.1,259.0,66
T2-21,T2,clean,Tamil,mistral_7b_v0.1,480.0,66
T2-21,T2,clean,Yoruba,mistral_7b_v0.1,269.0,66
T2-22,T2,clean,English,tiktoken_o200k,52.0,46
T2-22,T2,clean,Bengali,tiktoken_o200k,88.0,46
T2-22,T2,clean,Hindi,tiktoken_o200k,78.0,46
T2-22,T2,clean,Arabic,tiktoken_o200k,64.0,46
T2-22,T2,clean,Tamil,tiktoken_o200k,106.0,46
T2-22,T2,clean,Yoruba,tiktoken_o200k,71.0,46
T2-22,T2,clean,English,qwen2.5_7b,51.0,46
T2-22,T2,clean,Bengali,qwen2.5_7b,245.0,46
T2-22,T2,clean,Hindi,qwen2.5_7b,205.0,46
T2-22,T2,clean,Arabic,qwen2.5_7b,75.0,46
T2-22,T2,clean,Tamil,qwen2.5_7b,302.0,46
T2-22,T2,clean,Yoruba,qwen2.5_7b,101.0,46
T2-22,T2,clean,English,mistral_7b_v0.1,54.0,46
T2-22,T2,clean,Bengali,mistral_7b_v0.1,250.0,46
T2-22,T2,clean,Hindi,mistral_7b_v0.1,225.0,46
T2-22,T2,clean,Arabic,mistral_7b_v0.1,186.0,46
T2-22,T2,clean,Tamil,mistral_7b_v0.1,315.0,46
T2-22,T2,clean,Yoruba,mistral_7b_v0.1,109.0,46
T2-23,T2,clean,English,tiktoken_o200k,57.0,53
T2-23,T2,clean,Bengali,tiktoken_o200k,109.0,53
T2-23,T2,clean,Hindi,tiktoken_o200k,99.0,53
T2-23,T2,clean,Arabic,tiktoken_o200k,71.0,53
T2-23,T2,clean,Tamil,tiktoken_o200k,126.0,53
T2-23,T2,clean,Yoruba,tiktoken_o200k,149.0,53
T2-23,T2,clean,English,qwen2.5_7b,56.0,53
T2-23,T2,clean,Bengali,qwen2.5_7b,350.0,53
T2-23,T2,clean,Hindi,qwen2.5_7b,281.0,53
T2-23,T2,clean,Arabic,qwen2.5_7b,85.0,53
T2-23,T2,clean,Tamil,qwen2.5_7b,421.0,53
T2-23,T2,clean,Yoruba,qwen2.5_7b,209.0,53
T2-23,T2,clean,English,mistral_7b_v0.1,57.0,53
T2-23,T2,clean,Bengali,mistral_7b_v0.1,366.0,53
T2-23,T2,clean,Hindi,mistral_7b_v0.1,312.0,53
T2-23,T2,clean,Arabic,mistral_7b_v0.1,192.0,53
T2-23,T2,clean,Tamil,mistral_7b_v0.1,451.0,53
T2-23,T2,clean,Yoruba,mistral_7b_v0.1,238.0,53
T2-24,T2,clean,English,tiktoken_o200k,64.0,57
T2-24,T2,clean,Bengali,tiktoken_o200k,116.0,57
T2-24,T2,clean,Hindi,tiktoken_o200k,107.0,57
T2-24,T2,clean,Arabic,tiktoken_o200k,72.0,57
T2-24,T2,clean,Tamil,tiktoken_o200k,109.0,57
T2-24,T2,clean,Yoruba,tiktoken_o200k,142.0,57
T2-24,T2,clean,English,qwen2.5_7b,63.0,57
T2-24,T2,clean,Bengali,qwen2.5_7b,395.0,57
T2-24,T2,clean,Hindi,qwen2.5_7b,340.0,57
T2-24,T2,clean,Arabic,qwen2.5_7b,81.0,57
T2-24,T2,clean,Tamil,qwen2.5_7b,356.0,57
T2-24,T2,clean,Yoruba,qwen2.5_7b,182.0,57
T2-24,T2,clean,English,mistral_7b_v0.1,64.0,57
T2-24,T2,clean,Bengali,mistral_7b_v0.1,413.0,57
T2-24,T2,clean,Hindi,mistral_7b_v0.1,387.0,57
T2-24,T2,clean,Arabic,mistral_7b_v0.1,229.0,57
T2-24,T2,clean,Tamil,mistral_7b_v0.1,364.0,57
T2-24,T2,clean,Yoruba,mistral_7b_v0.1,201.0,57
T2-25,T2,clean,English,tiktoken_o200k,53.0,47
T2-25,T2,clean,Bengali,tiktoken_o200k,103.0,47
T2-25,T2,clean,Hindi,tiktoken_o200k,98.0,47
T2-25,T2,clean,Arabic,tiktoken_o200k,78.0,47
T2-25,T2,clean,Tamil,tiktoken_o200k,114.0,47
T2-25,T2,clean,Yoruba,tiktoken_o200k,151.0,47
T2-25,T2,clean,English,qwen2.5_7b,53.0,47
T2-25,T2,clean,Bengali,qwen2.5_7b,258.0,47
T2-25,T2,clean,Hindi,qwen2.5_7b,252.0,47
T2-25,T2,clean,Arabic,qwen2.5_7b,85.0,47
T2-25,T2,clean,Tamil,qwen2.5_7b,362.0,47
T2-25,T2,clean,Yoruba,qwen2.5_7b,201.0,47
T2-25,T2,clean,English,mistral_7b_v0.1,58.0,47
T2-25,T2,clean,Bengali,mistral_7b_v0.1,283.0,47
T2-25,T2,clean,Hindi,mistral_7b_v0.1,283.0,47
T2-25,T2,clean,Arabic,mistral_7b_v0.1,221.0,47
T2-25,T2,clean,Tamil,mistral_7b_v0.1,378.0,47
T2-25,T2,clean,Yoruba,mistral_7b_v0.1,224.0,47
T2-26,T2,clean,English,tiktoken_o200k,63.0,57
T2-26,T2,clean,Bengali,tiktoken_o200k,109.0,57
T2-26,T2,clean,Hindi,tiktoken_o200k,98.0,57
T2-26,T2,clean,Arabic,tiktoken_o200k,70.0,57
T2-26,T2,clean,Tamil,tiktoken_o200k,134.0,57
T2-26,T2,clean,Yoruba,tiktoken_o200k,143.0,57
T2-26,T2,clean,English,qwen2.5_7b,61.0,57
T2-26,T2,clean,Bengali,qwen2.5_7b,341.0,57
T2-26,T2,clean,Hindi,qwen2.5_7b,291.0,57
T2-26,T2,clean,Arabic,qwen2.5_7b,86.0,57
T2-26,T2,clean,Tamil,qwen2.5_7b,403.0,57
T2-26,T2,clean,Yoruba,qwen2.5_7b,182.0,57
T2-26,T2,clean,English,mistral_7b_v0.1,64.0,57
T2-26,T2,clean,Bengali,mistral_7b_v0.1,360.0,57
T2-26,T2,clean,Hindi,mistral_7b_v0.1,324.0,57
T2-26,T2,clean,Arabic,mistral_7b_v0.1,217.0,57
T2-26,T2,clean,Tamil,mistral_7b_v0.1,414.0,57
T2-26,T2,clean,Yoruba,mistral_7b_v0.1,197.0,57
T2-27,T2,clean,English,tiktoken_o200k,58.0,52
T2-27,T2,clean,Bengali,tiktoken_o200k,113.0,52
T2-27,T2,clean,Hindi,tiktoken_o200k,102.0,52
T2-27,T2,clean,Arabic,tiktoken_o200k,72.0,52
T2-27,T2,clean,Tamil,tiktoken_o200k,127.0,52
T2-27,T2,clean,Yoruba,tiktoken_o200k,139.0,52
T2-27,T2,clean,English,qwen2.5_7b,57.0,52
T2-27,T2,clean,Bengali,qwen2.5_7b,320.0,52
T2-27,T2,clean,Hindi,qwen2.5_7b,281.0,52
T2-27,T2,clean,Arabic,qwen2.5_7b,85.0,52
T2-27,T2,clean,Tamil,qwen2.5_7b,380.0,52
T2-27,T2,clean,Yoruba,qwen2.5_7b,188.0,52
T2-27,T2,clean,English,mistral_7b_v0.1,62.0,52
T2-27,T2,clean,Bengali,mistral_7b_v0.1,332.0,52
T2-27,T2,clean,Hindi,mistral_7b_v0.1,312.0,52
T2-27,T2,clean,Arabic,mistral_7b_v0.1,233.0,52
T2-27,T2,clean,Tamil,mistral_7b_v0.1,409.0,52
T2-27,T2,clean,Yoruba,mistral_7b_v0.1,206.0,52
T2-28,T2,clean,English,tiktoken_o200k,53.0,49
T2-28,T2,clean,Bengali,tiktoken_o200k,109.0,49
T2-28,T2,clean,Hindi,tiktoken_o200k,88.0,49
T2-28,T2,clean,Arabic,tiktoken_o200k,69.0,49
T2-28,T2,clean,Tamil,tiktoken_o200k,137.0,49
T2-28,T2,clean,Yoruba,tiktoken_o200k,184.0,49
T2-28,T2,clean,English,qwen2.5_7b,53.0,49
T2-28,T2,clean,Bengali,qwen2.5_7b,340.0,49
T2-28,T2,clean,Hindi,qwen2.5_7b,280.0,49
T2-28,T2,clean,Arabic,qwen2.5_7b,88.0,49
T2-28,T2,clean,Tamil,qwen2.5_7b,444.0,49
